id	path	name	movements	link	imslp	composer_id
6403741	Haydn,_Joseph/String_Quartet_in_C_major,_Hob.III77,_Op.76_No.3	String Quartet in C major, Hob.III:77, Op.76 No.3	4	https://musescore.com/openscore-string-quartets/sets/6403741	#28079	7349
5470649	Haydn,_Joseph/String_Quartet_in_D_major,_Hob.III3,_Op.1_No.3	String Quartet in D major, Hob.III:3, Op.1 No.3	5	https://musescore.com/openscore-string-quartets/sets/5470649	#106787	7349
5178650	Haydn,_Joseph/String_Quartet_in_D_major,_Hob.III34,_Op.20_No.4	String Quartet in D major, Hob.III:34, Op.20 No.4	4	https://musescore.com/openscore-string-quartets/sets/5178650	#05271	7349
5108566	Haydn,_Joseph/String_Quartet_in_D_major,_Hob.III63,_Op.64_No.5	String Quartet in D major, Hob.III:63, Op.64 No.5	4	https://musescore.com/openscore-string-quartets/sets/5108566	#06557	7349
6403780	Haydn,_Joseph/String_Quartet_in_D_major,_Hob.III79,_Op.76_No.5	String Quartet in D major, Hob.III:79, Op.76 No.5	4	https://musescore.com/openscore-string-quartets/sets/6403780	#28081	7349
5769912	Haydn,_Joseph/String_Quartet_in_D_minor,_Hob.III22,_Op.9_No.4	String Quartet in D minor, Hob.III:22, Op.9 No.4	4	https://musescore.com/openscore-string-quartets/sets/5769912	#106805	7349
6403711	Haydn,_Joseph/String_Quartet_in_D_minor,_Hob.III76,_Op.76_No.2	String Quartet in D minor, Hob.III:76, Op.76 No.2	4	https://musescore.com/openscore-string-quartets/sets/6403711	#28078	7349
5446206	Haydn,_Joseph/String_Quartet_in_E-flat_major,_Hob.III2,_Op.1_No.2	String Quartet in E-flat major, Hob.III:2, Op.1 No.2	5	https://musescore.com/openscore-string-quartets/sets/5446206	#106786	7349
5769909	Haydn,_Joseph/String_Quartet_in_E-flat_major,_Hob.III20,_Op.9_No.2	String Quartet in E-flat major, Hob.III:20, Op.9 No.2	4	https://musescore.com/openscore-string-quartets/sets/5769909	#218820	7349
5178593	Haydn,_Joseph/String_Quartet_in_E-flat_major,_Hob.III31,_Op.20_No.1	String Quartet in E-flat major, Hob.III:31, Op.20 No.1	4	https://musescore.com/openscore-string-quartets/sets/5178593	#05268	7349
5108567	Haydn,_Joseph/String_Quartet_in_E-flat_major,_Hob.III64,_Op.64_No.6	String Quartet in E-flat major, Hob.III:64, Op.64 No.6	4	https://musescore.com/openscore-string-quartets/sets/5108567	#06558	7349
6403804	Haydn,_Joseph/String_Quartet_in_E-flat_major,_Hob.III80,_Op.76_No.6	String Quartet in E-flat major, Hob.III:80, Op.76 No.6	4	https://musescore.com/openscore-string-quartets/sets/6403804	#28082	7349
13166890	Haydn,_Joseph/String_Quartet_in_E-flat_major,_Hob.III9,_Op.2_No.3	String Quartet in E-flat major, Hob.III:9, Op.2 No.3	5	https://musescore.com/openscore-string-quartets/sets/13166890	#887273	7349
13166866	Haydn,_Joseph/String_Quartet_in_E_major,_Hob.III8,_Op.2_No.2	String Quartet in E major, Hob.III:8, Op.2 No.2	5	https://musescore.com/openscore-string-quartets/sets/13166866	#887272	7349
5954374	Haydn,_Joseph/String_Quartet_in_F_major,_Hob.III73,_Op.74_No.2	String Quartet in F major, Hob.III:73, Op.74 No.2	4	https://musescore.com/openscore-string-quartets/sets/5954374	#05817	7349
5178695	Haydn,_Joseph/String_Quartet_in_F_minor,_Hob.III35,_Op.20_No.5	String Quartet in F minor, Hob.III:35, Op.20 No.5	4	https://musescore.com/openscore-string-quartets/sets/5178695	#05272	7349
5769903	Haydn,_Joseph/String_Quartet_in_G_major,_Hob.III21,_Op.9_No.3	String Quartet in G major, Hob.III:21, Op.9 No.3	4	https://musescore.com/openscore-string-quartets/sets/5769903	#106804	7349
5470739	Haydn,_Joseph/String_Quartet_in_G_major,_Hob.III4,_Op.1_No.4	String Quartet in G major, Hob.III:4, Op.1 No.4	5	https://musescore.com/openscore-string-quartets/sets/5470739	#106788	7349
5108564	Haydn,_Joseph/String_Quartet_in_G_major,_Hob.III66,_Op.64,_No.4	String Quartet in G major, Hob.III:66, Op.64, No.4	4	https://musescore.com/openscore-string-quartets/sets/5108564	#06556	7349
6403696	Haydn,_Joseph/String_Quartet_in_G_major,_Hob.III75,_Op.76_No.1	String Quartet in G major, Hob.III:75, Op.76 No.1	4	https://musescore.com/openscore-string-quartets/sets/6403696	#28077	7349
5178638	Haydn,_Joseph/String_Quartet_in_G_minor,_Hob.III33,_Op.20_No.3	String Quartet in G minor, Hob.III:33, Op.20 No.3	4	https://musescore.com/openscore-string-quartets/sets/5178638	#05270	7349
5954407	Haydn,_Joseph/String_Quartet_in_G_minor,_Hob.III74,_Op.74_No.3_(The_Horseman)	String Quartet in G minor, Hob.III:74, Op.74 No.3 (The Horseman)	4	https://musescore.com/openscore-string-quartets/sets/5954407	#454620	7349
5150345	Hensel,_Fanny_(Mendelssohn)/String_Quartet_in_E-flat_major,_Op._277	String Quartet in E-flat major, Op. 277	4	https://musescore.com/openscore-string-quartets/sets/5150345	#746532	57286
5108735	Hoffmeister,_Franz_Anton/String_Quartet_No.9_in_D_major	String Quartet No.9 in D major	2	https://musescore.com/openscore-string-quartets/sets/5108735		706138
5108582	Indy,_Vincent_d’/String_Quartet_No.1,_Op.35	String Quartet No.1, Op.35	4	https://musescore.com/openscore-string-quartets/sets/5108582	#17471	313584
5108558	Janáček,_Leoš/String_Quartet_No.1_“Kreutzer_Sonata”	String Quartet No.1 “Kreutzer Sonata”	4	https://musescore.com/openscore-string-quartets/sets/5108558	#65455	184933
5108692	Janáček,_Leoš/String_Quartet_No.2_“Intimate_Letters”	String Quartet No.2 “Intimate Letters”	4	https://musescore.com/openscore-string-quartets/sets/5108692	#65456	184933
5108559	Kalliwoda,_Johann_Wenzel/String_Quartet_No.3,_Op.90	String Quartet No.3, Op.90	4	https://musescore.com/openscore-string-quartets/sets/5108559	#17328	642243
5108701	Koechlin,_Charles/String_Quartet_No.1,_Op.51	String Quartet No.1, Op.51	4	https://musescore.com/openscore-string-quartets/sets/5108701	#52790	72543
5108456	Krzyżanowska,_Halina/String_Quartet,_Op.44	String Quartet, Op.44	3	https://musescore.com/openscore-string-quartets/sets/5108456		5642364
5108736	Lalo,_Edouard/String_Quartet,_Op.19	String Quartet, Op.19	4	https://musescore.com/openscore-string-quartets/sets/5108736	#16304	224002
5108457	Maier,_Amanda/String_Quartet_in_A_major	String Quartet in A major	4	https://musescore.com/openscore-string-quartets/sets/5108457	#562387	273661
